,LOCATION,ROOM,QUARTER_INDEX,QUARTER,COURSE_ID,COURSE_NUM,SECTION,INSTRUCTOR_LAST,INSTRUCTOR_FIRST,SECTION_SIZE,RESPONSE_SIZE,RATING,know_rating,prep_rating,audible_rating,expl_rating,attent_rating,note_rating,stimu_rating,rec_course_rating,rec_professor_rating
95787,WLH  ,2114,46,FA14,MATH,10B,817044,Stevens,Laura Jeanne,41,20,4.6,4.6,4.7,4.75,4.75,4.6,4.65,4.6,1.0,1.0
95808,WLH  ,2114,46,FA14,MATH,10B,817045,Stevens,Laura Jeanne,39,21,4.571428571,4.571428571,4.571428571,4.6,4.523809524,4.619047619,4.7619047619999995,4.19047619,1.0,1.0
95829,WLH  ,2114,46,FA14,MATH,10B,817046,Stevens,Laura Jeanne,37,20,4.9,4.9,4.9,4.9,4.8,4.7,4.8,4.1,0.9,0.9
95850,WLH  ,2114,46,FA14,MATH,10B,817047,Stevens,Laura Jeanne,27,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.6,1.0,1.0
95871,WLH  ,2115,46,FA14,MATH,10B,817048,Stevens,Laura Jeanne,40,19,4.8947368419999995,4.8947368419999995,4.8947368419999995,4.8947368419999995,4.789473684,4.684210526,4.8888888889999995,4.1052631580000005,1.0,1.0
95892,WLH  ,2115,46,FA14,MATH,10B,817049,Stevens,Laura Jeanne,38,18,4.833333333,4.833333333,4.833333333,4.833333333,4.722222222,4.666666667,4.777777778,4.444444444,0.8888888890000001,1.0
95913,WLH  ,2206,46,FA14,MATH,10B,817051,Stevens,Laura Jeanne,39,15,4.8,4.8,4.866666667,4.8,4.733333333,4.466666667,4.733333333,4.133333333,1.0,1.0
95934,WLH  ,2206,46,FA14,MATH,10B,817052,Stevens,Laura Jeanne,39,17,4.882352941000001,4.882352941000001,4.882352941000001,4.882352941000001,4.882352941000001,4.823529412,4.882352941000001,4.4117647060000005,1.0,1.0
97593,WLH  ,2206,46,FA14,MATH,20B,817132,Stevens,Laura Jeanne,33,14,4.785714286,4.785714286,4.785714286,4.785714286,4.785714286,4.785714286,4.785714286,4.571428571,1.0,1.0
97614,WLH  ,2206,46,FA14,MATH,20B,817133,Stevens,Laura Jeanne,36,18,4.833333333,4.833333333,4.8888888889999995,4.8888888889999995,4.8888888889999995,4.833333333,4.8888888889999995,4.6111111110000005,0.944444444,1.0
97635,WLH  ,2206,46,FA14,MATH,20B,817134,Stevens,Laura Jeanne,34,19,4.8421052630000005,4.8421052630000005,4.8421052630000005,4.8421052630000005,4.684210526,4.526315789,4.8421052630000005,4.315789474,0.947368421,1.0
97656,WLH  ,2206,46,FA14,MATH,20B,817135,Stevens,Laura Jeanne,35,20,4.85,4.85,4.85,4.9,4.85,4.45,4.8,4.45,1.0,1.0
97677,WLH  ,2206,46,FA14,MATH,20B,817136,Stevens,Laura Jeanne,36,17,4.823529412,4.823529412,4.75,4.7647058819999994,4.647058824,4.2352941180000006,4.6875,4.125,0.833333333,1.0
97698,WLH  ,2206,46,FA14,MATH,20B,817137,Stevens,Laura Jeanne,33,11,4.818181818,4.818181818,4.818181818,4.727272727,4.6363636360000005,4.545454545,4.6363636360000005,4.727272727,1.0,1.0
97719,WLH  ,2208,46,FA14,MATH,20B,817139,Stevens,Laura Jeanne,33,12,4.916666667,4.916666667,4.916666667,4.916666667,4.916666667,4.833333333,4.916666667,4.666666667,1.0,1.0
97740,WLH  ,2208,46,FA14,MATH,20B,817140,Stevens,Laura Jeanne,34,16,4.75,4.75,4.8125,4.8125,4.625,4.5625,4.8125,4.625,1.0,1.0
260725,WLH  ,2115,88,FA17,MATH,10A,916620,Stevens,Laura Jeanne,41,23,4.826086957,4.8571428569999995,4.928571429,4.8571428569999995,4.928571429,4.8571428569999995,4.928571429,4.785714286,1.0,1.0
260746,WLH  ,2115,88,FA17,MATH,10A,916621,Stevens,Laura Jeanne,39,19,4.736842105,4.6363636360000005,4.727272727,4.727272727,4.6363636360000005,4.545454545,4.727272727,4.090909091,1.0,1.0
260767,WLH  ,2115,88,FA17,MATH,10A,916622,Stevens,Laura Jeanne,40,18,4.722222222,4.8571428569999995,4.8571428569999995,4.928571429,4.714285714,4.714285714,4.8571428569999995,4.571428571,1.0,1.0
260788,WLH  ,2115,88,FA17,MATH,10A,916623,Stevens,Laura Jeanne,41,21,4.904761905,4.705882353,4.823529412,4.823529412,4.647058824,4.4117647060000005,4.705882353,4.352941176,0.8235294120000001,1.0
260809,WLH  ,2115,88,FA17,MATH,10A,916624,Stevens,Laura Jeanne,37,13,4.769230769,4.826086957,4.826086957,4.739130435,4.7826086960000005,4.565217391,4.7826086960000005,4.0869565219999995,0.826086957,1.0
260830,WLH  ,2115,88,FA17,MATH,10A,916625,Stevens,Laura Jeanne,39,17,4.882352941000001,4.785714286,4.785714286,4.8571428569999995,4.785714286,4.6428571430000005,4.714285714,4.5,1.0,1.0
261145,WLH  ,2115,88,FA17,MATH,10A,925489,Stevens,Laura Jeanne,39,21,4.714285714,4.428571429,4.428571429,4.428571429,4.3571428569999995,4.285714286,4.3571428569999995,4.076923077,1.0,0.933333333
261166,WLH  ,2115,88,FA17,MATH,10A,925490,Stevens,Laura Jeanne,37,19,4.8947368419999995,4.928571429,4.928571429,5.0,4.8571428569999995,4.714285714,5.0,4.785714286,1.0,0.9285714290000001
369205,APM  ,B402A,72,S116,MATH,10A,873072,Stevens,Laura Jeanne,48,24,4.75,4.777777778,4.647058824,4.777777778,4.666666667,4.6111111110000005,4.666666667,4.277777778,1.0,1.0
616651,HSS  ,2150,81,SP17,MATH,20B,898338,Stevens,Laura Jeanne,32,14,4.8571428569999995,4.9,4.9,4.9,4.9,4.85,4.9,4.736842105,0.95,1.0
616672,HSS  ,2150,81,SP17,MATH,20B,898339,Stevens,Laura Jeanne,33,12,4.666666667,4.941176471,4.823529412,4.823529412,4.882352941000001,4.5882352939999995,4.882352941000001,4.470588235,1.0,1.0
616693,HSS  ,2150,81,SP17,MATH,20B,898340,Stevens,Laura Jeanne,33,12,4.916666667,4.80952381,4.80952381,4.80952381,4.7619047619999995,4.333333333,4.80952381,4.285714286,0.9523809520000001,0.9523809520000001
616714,APM  ,2301,81,SP17,MATH,20B,898341,Stevens,Laura Jeanne,35,13,4.615384615,5.0,4.882352941000001,5.0,4.882352941000001,4.823529412,4.647058824,4.3125,0.9411764709999999,1.0
616735,APM  ,2301,81,SP17,MATH,20B,898342,Stevens,Laura Jeanne,30,9,4.666666667,4.909090909,4.909090909,4.909090909,4.818181818,4.727272727,4.909090909,4.545454545,1.0,1.0
616756,APM  ,2301,81,SP17,MATH,20B,898343,Stevens,Laura Jeanne,30,15,4.8,4.75,4.75,4.75,4.708333333,4.458333333,4.708333333,4.333333333,0.916666667,0.958333333
789075,WLH  ,2208,47,WI15,MATH,10B,827780,Stevens,Laura Jeanne,37,14,4.8571428569999995,4.8421052630000005,4.789473684,4.789473684,4.736842105,4.421052632,4.789473684,4.6315789469999995,1.0,1.0
789096,WLH  ,2208,47,WI15,MATH,10B,827781,Stevens,Laura Jeanne,35,11,4.6363636360000005,4.80952381,4.80952381,4.7619047619999995,4.666666667,4.666666667,4.7619047619999995,4.476190476,1.0,1.0
789117,WLH  ,2208,47,WI15,MATH,10B,827782,Stevens,Laura Jeanne,34,14,4.8571428569999995,4.8421052630000005,4.947368421,4.8421052630000005,4.833333333,4.578947368,4.8947368419999995,4.6315789469999995,1.0,1.0
789138,WLH  ,2208,47,WI15,MATH,10B,827783,Stevens,Laura Jeanne,33,17,4.705882353,4.666666667,4.619047619,4.666666667,4.571428571,4.380952381,4.476190476,4.0476190480000005,0.9090909090000001,1.0
789159,HSS  ,2154,47,WI15,MATH,10B,827784,Stevens,Laura Jeanne,37,23,4.826086957,4.8571428569999995,4.785714286,4.785714286,4.6428571430000005,4.785714286,4.8571428569999995,4.1428571430000005,0.7142857140000001,1.0
789180,HSS  ,2154,47,WI15,MATH,10B,827785,Stevens,Laura Jeanne,34,14,4.785714286,4.666666667,4.75,4.75,4.75,4.75,4.75,4.5,0.833333333,1.0
789201,HSS  ,2154,47,WI15,MATH,10B,827786,Stevens,Laura Jeanne,36,14,4.428571429,4.916666667,4.916666667,4.916666667,4.916666667,4.833333333,4.916666667,4.0,0.583333333,1.0
789222,HSS  ,2154,47,WI15,MATH,10B,827787,Stevens,Laura Jeanne,34,14,4.928571429,4.615384615,4.692307692,4.692307692,4.538461538,4.461538462,4.692307692,4.384615385,0.9285714290000001,1.0
839662,WLH  ,2209,70,WI16,MATH,10A,861334,Stevens,Laura Jeanne,32,18,4.777777778,4.666666667,4.666666667,4.555555556,4.333333333,4.222222222,4.555555556,4.0,0.7777777779999999,1.0
839683,WLH  ,2209,70,WI16,MATH,10A,861335,Stevens,Laura Jeanne,34,20,4.9,4.8,4.8,4.8,4.6,4.666666667,4.8,4.266666667,0.933333333,1.0
839704,WLH  ,2209,70,WI16,MATH,10A,861336,Stevens,Laura Jeanne,34,17,4.941176471,4.826086957,4.826086957,4.869565217,4.739130435,4.52173913,4.869565217,4.0869565219999995,0.958333333,0.958333333
839725,WLH  ,2206,70,WI16,MATH,10A,861337,Stevens,Laura Jeanne,31,21,4.80952381,4.736842105,4.736842105,4.722222222,4.736842105,4.1578947369999995,4.736842105,4.0,0.95,1.0
839746,WLH  ,2206,70,WI16,MATH,10A,861338,Stevens,Laura Jeanne,30,17,5.0,4.722222222,4.6111111110000005,4.722222222,4.5,4.222222222,4.722222222,4.35,0.894736842,0.944444444
839767,WLH  ,2206,70,WI16,MATH,10A,861339,Stevens,Laura Jeanne,20,11,4.909090909,4.904761905,4.904761905,4.904761905,4.8571428569999995,4.6,4.80952381,4.285714286,1.0,1.0
899425,TM102,1,80,WI17,MATH,20A,893052,Stevens,Laura Jeanne,36,19,4.8421052630000005,4.769230769,4.923076923,4.923076923,4.923076923,4.538461538,4.769230769,4.428571429,1.0,0.923076923
899446,TM102,1,80,WI17,MATH,20A,893053,Stevens,Laura Jeanne,37,21,4.80952381,4.882352941000001,4.823529412,4.7647058819999994,4.75,4.5882352939999995,4.882352941000001,4.176470588,1.0,1.0
899467,TM102,1,80,WI17,MATH,20A,893054,Stevens,Laura Jeanne,38,19,4.8421052630000005,4.714285714,4.714285714,4.666666667,4.523809524,4.095238095,4.571428571,4.0476190480000005,0.904761905,0.9523809520000001
899488,TM102,1,80,WI17,MATH,20A,893055,Stevens,Laura Jeanne,39,21,4.666666667,4.8947368419999995,4.8421052630000005,4.8947368419999995,4.789473684,4.421052632,4.789473684,4.1052631580000005,0.947368421,1.0
955558,WLH  ,2206,89,WI18,MATH,10B,926801,Stevens,Laura Jeanne,37,22,4.772727273,4.772727273,4.727272727,4.818181818,4.7619047619999995,4.6363636360000005,4.8571428569999995,4.0,0.913043478,1.0
955579,WLH  ,2206,89,WI18,MATH,10B,926802,Stevens,Laura Jeanne,34,20,4.9,4.9,4.95,5.0,4.85,4.7,5.0,4.1,0.95,1.0
955600,WLH  ,2206,89,WI18,MATH,10B,926803,Stevens,Laura Jeanne,37,20,4.9,4.9,4.947368421,4.9,4.8421052630000005,4.75,4.9,4.25,0.9,1.0
955621,WLH  ,2206,89,WI18,MATH,10B,926804,Stevens,Laura Jeanne,38,23,4.7826086960000005,4.7826086960000005,4.7826086960000005,4.739130435,4.7826086960000005,4.545454545,4.7826086960000005,3.782608696,0.913043478,1.0
955642,WLH  ,2206,89,WI18,MATH,10B,926805,Stevens,Laura Jeanne,35,19,4.8421052630000005,4.8421052630000005,4.8947368419999995,4.8421052630000005,4.833333333,4.526315789,4.736842105,4.263157895,0.894736842,1.0
955663,WLH  ,2206,89,WI18,MATH,10B,926806,Stevens,Laura Jeanne,38,25,4.8,4.8,4.84,4.88,4.8,4.56,4.833333333,4.0,1.0,1.0
955684,WLH  ,2206,89,WI18,MATH,10B,926807,Stevens,Laura Jeanne,37,14,5.0,5.0,5.0,5.0,4.928571429,4.5,4.928571429,4.0,0.8125,1.0
955705,WLH  ,2206,89,WI18,MATH,10B,926808,Stevens,Laura Jeanne,37,24,4.791666667,4.791666667,4.791666667,4.875,4.791666667,4.375,4.833333333,3.958333333,0.791666667,1.0
955978,APM  ,B412 ,89,WI18,MATH,10B,937526,Stevens,Laura Jeanne,38,25,4.84,4.84,4.84,4.88,4.68,4.64,4.8,4.36,1.0,1.0
955999,APM  ,6402,89,WI18,MATH,10B,937527,Stevens,Laura Jeanne,36,26,4.769230769,4.769230769,4.76,4.92,4.76,4.576923077,4.8,4.153846154,0.923076923,0.961538462
