,LOCATION,ROOM,QUARTER_INDEX,QUARTER,COURSE_ID,COURSE_NUM,SECTION,INSTRUCTOR_LAST,INSTRUCTOR_FIRST,SECTION_SIZE,RESPONSE_SIZE,RATING,know_rating,prep_rating,audible_rating,expl_rating,attent_rating,note_rating,stimu_rating,rec_course_rating,rec_professor_rating
43354,PCYNH,109,11,FA13,CSE,8A,785762,Murillo Arnal,Ana Cristin,80,61,4.163934426,4.881355932,4.881355932,4.847457627,4.796610169,4.6610169489999995,4.779661017,4.728813559,0.95,0.9833333329999999
43375,HSS  ,1330,11,FA13,CSE,8A,785765,Murillo Arnal,Ana Cristin,135,107,4.102803738,4.594059406,4.623762376,4.663366337,4.574257426,4.47,3.9489795919999997,4.485148515,0.971153846,0.9807692309999999
43396,SOLIS,104,11,FA13,CSE,8A,797241,Allos,Haytham Issa,90,76,4.1184210530000005,4.6388888889999995,4.728971963,4.787037037,4.685185185,4.37037037,3.9528301889999997,4.447619048,0.953703704,0.981481481
84366,CENTR,115,46,FA14,CSE,11,817611,Porter,Jesse D,173,71,4.169014085,4.225806452,4.225806452,4.322580645,3.451612903,3.096774194,3.1612903230000002,3.967741935,0.9375,0.625
84387,PCYNH,106,46,FA14,CSE,11,817614,Ord,Richard,185,77,4.831168831,4.897435897,4.897435897,4.897435897,4.512820513,4.179487179,4.717948718,4.512820513,0.897435897,0.9487179490000001
85319,PCYNH,109,46,FA14,CSE,30,817631,Ord,Richard,112,39,4.769230769,4.6,4.4,4.6,4.4,4.0,4.2,4.4,1.0,0.8
85340,PCYNH,109,46,FA14,CSE,30,817634,Ord,Richard,135,38,4.736842105,4.833333333,4.833333333,4.666666667,4.666666667,4.333333333,4.166666667,5.0,1.0,0.833333333
85411,EBU3B,B230 ,46,FA14,CSE,8A,820658,Alvarado,Christine J.,59,44,4.772727273,4.830985915,4.732394366,4.887323943999999,4.7746478869999995,4.585714286,4.042253521,4.549295775,0.915492958,0.9859154929999999
85432,EBU3B,B230 ,46,FA14,CSE,8A,820659,Alvarado,Christine J.,65,49,4.734693878,4.163934426,4.131147541,3.459016393,3.8,3.4098360660000004,3.366666667,4.35,0.983870968,0.838709677
85453,EBU3B,B230 ,46,FA14,CSE,8A,820660,Alvarado,Christine J.,67,54,4.851851852,4.102803738,4.121495327,3.2429906539999998,3.7009345789999997,2.9906542060000003,3.132075472,4.20754717,0.990654206,0.738317757
85474,EBU3B,B230 ,46,FA14,CSE,8A,820661,Alvarado,Christine J.,68,55,4.763636364,4.704081633,4.734693878,4.721649485,4.5,4.010204082,4.295918367,4.463917526,0.939393939,0.929292929
85495,EBU3B,B230 ,46,FA14,CSE,8A,820662,Alvarado,Christine J.,64,54,4.425925926000001,4.711111111,4.666666667,4.711111111,4.466666667,4.3555555560000005,4.6222222219999995,4.555555556,0.9347826090000001,0.956521739
85516,EBU3B,B230 ,46,FA14,CSE,8A,820663,Alvarado,Christine J.,68,51,4.549019608,4.6981132080000005,4.6981132080000005,4.6981132080000005,4.423076923,4.346153846,4.528301887,4.333333333,0.830188679,0.943396226
85537,EBU3B,B230 ,46,FA14,CSE,8A,820664,Klemperer,Peter Friedrich,65,56,3.892857143,4.571428571,4.571428571,4.428571429,3.571428571,3.714285714,3.428571429,4.1428571430000005,0.857142857,0.7142857140000001
85558,EBU3B,B230 ,46,FA14,CSE,8A,820665,Klemperer,Peter Friedrich,67,53,3.867924528,4.319148936,4.3085106380000004,4.319148936,3.806451613,3.47311828,3.344086022,4.322580645,0.947368421,0.7473684209999999
85579,EBU3B,B230 ,46,FA14,CSE,8A,820666,Klemperer,Peter Friedrich,65,51,4.078431373,4.1184210530000005,4.08,4.434210526,3.893333333,3.355263158,3.166666667,4.3815789469999995,0.9736842109999999,0.7894736840000001
132284,PCYNH,106,56,FA15,CSE,11,849751,Ord,Richard,167,74,4.8378378380000004,4.277310924,4.394957983,3.855932203,3.882352941,3.381355932,3.376068376,4.168067227,0.95,0.8583333329999999
132305,PCYNH,106,56,FA15,CSE,11,849753,Ord,Richard,169,87,4.735632184,4.204918033,4.286885246000001,3.809917355,3.917355372,3.5537190080000003,3.516393443,4.175,0.93442623,0.81147541
132326,PCYNH,106,56,FA15,CSE,11,849755,Ord,Richard,162,79,4.772151899,4.792592593,4.805970149,4.82962963,4.7629629630000005,4.562962963,4.075757576,4.634328358,0.97037037,0.992592593
133374,PCYNH,109,56,FA15,CSE,30,849783,Mirza,Diba,150,102,4.68627451,4.818897638,4.849206349,4.865079365,4.795275591,4.511811024,4.128,4.622047244,0.992248062,1.0
133395,PCYNH,106,56,FA15,CSE,30,849785,Mirza,Diba,178,116,4.655172414,4.7704918030000005,4.786885246000001,4.786885246000001,4.672131148,4.4262295080000005,4.6,4.533333333,0.967741935,0.967741935
133416,CENTR,214,56,FA15,CSE,30,851099,Mirza,Diba,130,89,4.640449438,4.771929825,4.719298246,4.684210526,4.6315789469999995,4.473684211,4.561403509,4.553571429,0.9649122809999999,0.98245614
133495,EBU3B,B230 ,56,FA15,CSE,8A,849731,Alvarado,Christine J.,65,49,4.653061224,4.4035087719999995,4.333333333,4.3859649119999995,4.035087719,3.807017544,4.035714286,4.333333333,0.947368421,0.894736842
133516,EBU3B,B230 ,56,FA15,CSE,8A,849732,Alvarado,Christine J.,58,49,4.714285714,4.277777778,4.3888888889999995,3.803738318,3.833333333,3.222222222,3.2429906539999998,4.2803738319999995,0.9636363640000001,0.845454545
133537,EBU3B,B230 ,56,FA15,CSE,8A,849733,Alvarado,Christine J.,61,48,4.583333333,4.1954022989999995,4.313953488,4.0,3.9770114939999996,3.494252874,3.620689655,4.206896552,0.944444444,0.911111111
133558,EBU3B,B230 ,56,FA15,CSE,8A,849741,Cao,Yingjun,46,40,4.575,4.096153846,4.134615385,3.862745098,3.288461538,3.019230769,3.3461538460000004,4.039215686,0.830188679,0.603773585
133579,EBU3B,B230 ,56,FA15,CSE,8A,849742,Cao,Yingjun,49,41,4.390243902,4.701754386,4.684210526,4.6491228069999995,4.6315789469999995,4.333333333,4.553571429,4.473684211,0.948275862,0.931034483
133600,EBU3B,B230 ,56,FA15,CSE,8A,849743,Cao,Yingjun,48,40,4.65,4.844444444,4.777777778,4.733333333,4.711111111,4.4,4.688888888999999,4.577777778,0.955555556,0.977777778
133621,EBU3B,B230 ,56,FA15,CSE,8A,849746,Cao,Yingjun,48,45,4.777777778,5.0,5.0,5.0,5.0,5.0,4.8,5.0,1.0,1.0
133642,EBU3B,B230 ,56,FA15,CSE,8A,849747,Cao,Yingjun,47,38,4.6052631580000005,4.555555556,4.666666667,4.555555556,4.333333333,4.0,4.0,4.555555556,0.7777777779999999,0.7777777779999999
133663,EBU3B,B230 ,56,FA15,CSE,8A,849748,Cao,Yingjun,50,42,4.571428571,4.169014085,4.042253521,3.915492958,3.746478873,2.76056338,3.6571428569999997,3.861111111,0.944444444,0.7361111109999999
133684,EBU3B,B230 ,56,FA15,CSE,8A,851145,Alvarado,Christine J.,65,55,4.727272727,4.831168831,4.776315789,4.779220779,4.584415583999999,3.947368421,4.272727273,4.428571429,0.9873417720000001,1.0
133705,EBU3B,B230 ,56,FA15,CSE,8A,851146,Alvarado,Christine J.,62,50,4.68,4.769230769,4.717948718,4.692307692,4.564102564,4.307692308,4.615384615,4.538461538,0.897435897,0.9487179490000001
133726,EBU3B,B230 ,56,FA15,CSE,8A,851147,Alvarado,Christine J.,63,56,4.696428571,4.736842105,4.684210526,4.5,4.216216216,4.135135135,4.567567568,4.3684210530000005,0.85,0.825
133747,CENTR,105,56,FA15,CSE,8B,849749,Jundt,Adam H,100,53,4.566037736,4.772727273,4.75,4.785714286,4.681818182,4.590909091,4.272727273,4.409090909,1.0,1.0
187731,PETER,110,79,FA16,CSE,11,882255,Ord,Richard,275,123,4.804878049,4.734693878,4.693877551,4.795918367,4.693877551,4.530612245,3.959183673,4.458333333,1.0,1.0
187752,PETER,110,79,FA16,CSE,11,885069,Ord,Richard,258,124,4.782258065,4.851851852,4.87037037,4.909090909,4.818181818,4.472727273,4.277777778,4.527272727,0.981818182,0.9636363640000001
188948,HSS  ,1330,79,FA16,CSE,30,882291,Mirza,Diba,133,49,4.632653061,4.763636364,4.690909091,4.8,4.745454545,4.454545455,4.309090909,4.527272727,0.945454545,0.981818182
188969,PCYNH,109,79,FA16,CSE,30,882294,Mirza,Diba,183,80,4.475,4.425925926000001,4.407407407,4.444444444,4.259259258999999,4.148148148,3.833333333,4.1111111110000005,0.9259259259999999,1.0
189031,EBU3B,B230 ,79,FA16,CSE,8A,882229,Cao,Yingjun,62,59,4.6610169489999995,4.549019608,4.5882352939999995,4.725490196,4.607843137,4.392156863,4.019607843,4.44,0.961538462,0.9807692309999999
189052,EBU3B,B230 ,79,FA16,CSE,8A,882230,Cao,Yingjun,61,55,4.563636364,3.892857143,3.789473684,4.178571429,3.672727273,3.607142857,3.368421053,4.214285714,0.948275862,0.793103448
189073,EBU3B,B230 ,79,FA16,CSE,8A,882231,Cao,Yingjun,63,59,4.762711864,3.867924528,3.865384615,4.150943396000001,3.679245283,3.320754717,3.245283019,4.094339623,0.943396226,0.830188679
189094,EBU3B,B230 ,79,FA16,CSE,8A,882232,Cao,Yingjun,60,59,4.694915254,4.078431373,4.156862745,4.32,4.02,3.411764706,3.196078431,4.274509804,0.9607843140000001,0.784313725
189115,EBU3B,B230 ,79,FA16,CSE,8A,882233,Cao,Yingjun,60,55,4.6,4.2380952380000005,4.333333333,4.095238095,4.1428571430000005,3.952380952,4.095238095,4.333333333,0.954545455,1.0
189136,EBU3B,B230 ,79,FA16,CSE,8A,882234,Cao,Yingjun,59,57,4.719298246,4.6315789469999995,4.50877193,4.646017699,4.336283186,4.132743363,3.938053097,4.447368421,0.9739130429999999,0.956521739
189157,EBU3B,B230 ,79,FA16,CSE,8A,882242,Langlois,Marina,64,57,4.228070175,4.432160804,4.45959596,4.141414141,4.246231156,3.984848485,3.5670103089999996,4.381909548,0.975,0.97
189178,EBU3B,B230 ,79,FA16,CSE,8A,882243,Langlois,Marina,57,53,4.377358491,4.59375,4.577319588,4.577319588,4.125,3.731958763,3.625,4.416666667,0.948979592,0.7857142859999999
189199,EBU3B,B230 ,79,FA16,CSE,8A,882247,Langlois,Marina,47,43,4.674418605,4.5,4.472972973,4.675675676,4.297297297,4.297297297,3.9452054789999997,4.465753425,0.947368421,0.907894737
189220,EBU3B,B230 ,79,FA16,CSE,8A,882248,Langlois,Marina,46,41,4.7073170730000005,4.7241379310000005,4.706896552,4.620689655,4.586206897,4.310344828,4.586206897,4.517241379,0.966101695,0.983050847
189241,EBU3B,B230 ,79,FA16,CSE,8A,882249,Langlois,Marina,51,47,4.617021277,4.434782609,4.47826087,4.4130434780000005,4.369565217,4.130434783,4.326086957,4.152173913,0.9361702129999999,0.9361702129999999
189262,EBU3B,B230 ,79,FA16,CSE,8A,885670,Langlois,Marina,60,54,4.444444444,4.5,4.473684211,4.6052631580000005,4.3421052630000005,4.052631579,3.594594595,4.1052631580000005,0.894736842,0.947368421
189283,CENTR,115,79,FA16,CSE,8B,882251,Cao,Yingjun,88,76,4.75,4.425531915,4.489361702,4.5,4.276595745,4.1914893619999996,4.0638297869999995,4.361702128,0.9795918370000001,0.918367347
246803,WLH  ,2001,88,FA17,CSE,11,915077,Ord,Richard,326,171,4.760233918,4.414634146,4.390243902,4.341463415,4.024390244,3.9756097560000003,3.794871795,4.2926829269999995,0.975609756,0.9024390240000001
246824,WLH  ,2005,88,FA17,CSE,11,915080,Ord,Richard,190,87,4.735632184,4.1111111110000005,4.194444444,4.25,3.888888889,3.9444444439999997,3.6470588239999997,4.171428571,0.9722222220000001,0.8611111109999999
248241,WLH  ,2005,88,FA17,CSE,30,915121,Politz,Joseph Gibbs,172,150,4.66,4.216216216,4.27027027,4.1621621619999996,4.054054054,3.888888889,3.4594594589999996,4.277777778,1.0,0.947368421
248262,WLH  ,2005,88,FA17,CSE,30,915124,Politz,Joseph Gibbs,173,135,4.725925926,4.3571428569999995,4.380952381,4.333333333,4.119047619,3.928571429,3.69047619,4.30952381,0.976190476,0.857142857
248405,EBU3B,B230 ,88,FA17,CSE,8A,918073,Cao,Yingjun,52,45,4.444444444,4.375,4.25,4.325,4.175,3.9,3.65,4.230769231,0.95,0.925
248426,EBU3B,B230 ,88,FA17,CSE,8A,918074,Cao,Yingjun,55,44,4.6136363639999995,4.6315789469999995,4.526315789,4.6315789469999995,4.289473684,4.078947368,4.026315789,4.5,0.921052632,0.921052632
248447,EBU3B,B230 ,88,FA17,CSE,8A,918075,Cao,Yingjun,58,48,4.6875,4.41025641,4.41025641,4.384615385,4.256410256000001,4.051282051,4.076923077,4.210526316,0.9487179490000001,0.9487179490000001
248468,EBU3B,B230 ,88,FA17,CSE,8A,918085,Cao,Yingjun,47,40,4.5,4.574468085,4.627659574,4.521276596,4.223404255,3.840425532,3.97826087,4.414893617,0.914893617,0.9361702129999999
248489,EBU3B,B230 ,88,FA17,CSE,8A,918086,Cao,Yingjun,46,40,4.675,4.652777778,4.680555556,4.694444444,4.6111111110000005,4.342465753,4.109589041,4.541666667,0.9736842109999999,0.986842105
248510,EBU3B,B230 ,88,FA17,CSE,8A,918087,Cao,Yingjun,46,36,4.8611111110000005,4.404761905,4.428571429,4.404761905,4.023809524,3.666666667,3.738095238,4.243902439,0.953488372,0.860465116
248531,EBU3B,B230 ,88,FA17,CSE,8A,918091,Cao,Yingjun,44,38,4.526315789,4.676470588,4.6617647060000005,4.602941176,4.5882352939999995,4.397058824,4.529411765,4.5373134330000005,1.0,1.0
248552,EBU3B,B230 ,88,FA17,CSE,8A,918092,Cao,Yingjun,45,41,4.634146341,4.611940299,4.626865672,4.582089552,4.424242424,4.23880597,4.492537313,4.507462687,0.9264705879999999,0.955882353
248573,EBU3B,B230 ,88,FA17,CSE,8A,918093,Cao,Yingjun,48,40,4.775,4.0,3.857142857,4.0,3.571428571,3.857142857,3.571428571,4.0,0.857142857,0.571428571
248594,CENTR,212,88,FA17,CSE,8B,920747,Nguyen,Hau Cao,104,88,4.056818182,4.666666667,4.722222222,4.583333333,4.6388888889999995,4.6111111110000005,4.628571429,4.714285714,0.9722222220000001,0.9722222220000001
309444,WLH  ,2001,98,FA18,CSE,11,947785,Ord,Richard,325,175,4.805714286000001,4.1428571430000005,4.1428571430000005,4.285714286,3.714285714,3.428571429,3.384615385,3.785714286,0.857142857,0.7142857140000001
309465,CENTR,119,98,FA18,CSE,11,947788,Ord,Richard,155,80,4.775,4.653061224,4.714285714,4.775510204,4.448979592,4.081632653,3.6530612239999996,4.489795918,0.9795918370000001,1.0
310602,CENTR,119,98,FA18,CSE,30,947814,Cao,Yingjun,156,96,4.34375,4.714285714,4.75,4.775510204,4.612244898,4.346938776,3.795918367,4.469387755,1.0,0.98
310623,CENTR,119,98,FA18,CSE,30,947816,Cao,Yingjun,156,104,4.432692308,4.583333333,4.791666667,4.75,4.5,4.291666667,3.916666667,4.510638298,0.9375,0.958333333
310769,EBU3B,B230 ,98,FA18,CSE,8A,947756,Minnes Kemp,Mor Mia,51,44,4.795454545,4.575,4.65,3.9,4.325,3.925,3.575,4.256410256000001,0.975,0.95
310790,EBU3B,B230 ,98,FA18,CSE,8A,947757,Minnes Kemp,Mor Mia,53,42,4.833333333,4.390243902,4.536585366000001,3.8048780489999996,4.0975609760000005,3.682926829,3.15,4.0975609760000005,0.975609756,0.951219512
310811,EBU3B,B230 ,98,FA18,CSE,8A,947758,Minnes Kemp,Mor Mia,52,36,4.694444444,4.65,4.717948718,4.025641026000001,4.473684211,4.025641026000001,3.692307692,4.435897436,0.95,1.0
310832,EBU3B,B240 ,98,FA18,CSE,8A,947765,Politz,Joseph Gibbs,57,35,4.828571429,4.777777778,4.8,4.511111111,4.666666667,4.3555555560000005,4.066666667,4.422222222,0.955555556,1.0
310853,EBU3B,B240 ,98,FA18,CSE,8A,947766,Politz,Joseph Gibbs,55,43,4.813953488,4.6052631580000005,4.684210526,4.236842105,4.473684211,4.184210526,4.1052631580000005,4.447368421,0.974358974,1.0
310874,EBU3B,B240 ,98,FA18,CSE,8A,947767,Politz,Joseph Gibbs,55,42,4.7380952380000005,4.571428571,4.5476190480000005,4.2619047619999995,4.380952381,3.9756097560000003,3.738095238,4.380952381,0.976190476,1.0
310895,EBU3B,B230 ,98,FA18,CSE,8A,947772,Minnes Kemp,Mor Mia,56,40,4.875,4.566037736,4.528301887,4.679245283,4.528301887,4.547169811,3.9245283019999997,4.528301887,0.962264151,1.0
310916,EBU3B,B230 ,98,FA18,CSE,8A,947773,Minnes Kemp,Mor Mia,54,39,4.717948718,4.8378378380000004,4.864864865,4.783783784,4.608108108,4.027027027,4.465753425,4.540540541,1.0,0.973333333
310937,EBU3B,B230 ,98,FA18,CSE,8A,947774,Minnes Kemp,Mor Mia,53,42,4.833333333,4.735632184,4.770114943,4.7241379310000005,4.643678161,4.08045977,4.471264368,4.436781609,0.931034483,0.988505747
310958,EBU3B,B240 ,98,FA18,CSE,8A,947779,Politz,Joseph Gibbs,52,39,4.794871795,4.772151899,4.797468353999999,4.759493671,4.5,3.923076923,4.506329114,4.315789474,0.9125,0.9375
310979,EBU3B,B240 ,98,FA18,CSE,8A,947780,Politz,Joseph Gibbs,55,48,4.770833333,4.68627451,4.666666667,4.519607843,4.554455446,4.346534653,4.24,4.53,0.9619047620000001,0.942857143
311000,EBU3B,B240 ,98,FA18,CSE,8A,947781,Politz,Joseph Gibbs,52,42,4.595238095,4.655172414,4.6724137930000005,4.5258620689999995,4.49137931,4.191304348,4.087719298000001,4.412280701999999,0.9152542370000001,0.9152542370000001
311021,CENTR,212,98,FA18,CSE,8B,947784,Cao,Yingjun,108,78,4.58974359,4.640449438,4.662921348,4.494382022,4.460674157,4.146067416,4.103448276,4.4382022469999995,0.945054945,0.9560439559999999
351170,EBU3B,2154,2,S113,CSE,11,779433,Marx,Susan S,37,5,4.6,4.727272727,4.781818182,4.763636364,4.566037736,4.351851852,4.283018868,4.462962963,0.9636363640000001,0.981818182
355975,EBU3B,2154,18,S114,CSE,11,812449,Marx,Susan S,30,5,5.0,4.68,4.82,4.86,4.58,4.3,3.87755102,4.22,0.96,1.0
361273,MANDE,B-150,49,S115,CSE,11,842083,Marx,Susan S,42,7,4.0,4.696428571,4.696428571,4.75,4.660714286,4.345454545,3.872727273,4.321428571,0.9642857140000001,0.9642857140000001
361420,WLH  ,2001,49,S115,CSE,30,842090,Mirza,Diba,50,36,4.666666667,4.596059113,4.62745098,4.156862745,4.299019608,4.064039408999999,3.843137255,4.431372549,0.9611650490000001,0.970873786
367636,CENTR,214,72,S116,CSE,11,873914,Marx,Susan S,36,12,4.333333333,4.529411765,4.529411765,4.529411765,4.117647058999999,3.784313725,3.7450980389999997,4.392156863,0.903846154,0.807692308
367825,WLH  ,2005,72,S116,CSE,30,873920,Cao,Yingjun,70,57,4.526315789,4.565217391,4.666666667,4.739130435,4.420289855,4.382352941000001,4.072463768,4.529411765,0.942857143,0.942857143
373729,WLH  ,2111,82,S117,CSE,11,909143,Marx,Susan S,29,11,4.0,4.529411765,4.557692308,4.538461538,4.269230769,4.269230769,4.076923077,4.538461538,0.8888888890000001,0.9259259259999999
373834,WLH  ,2005,82,S117,CSE,30,909148,Eldon,John,81,18,3.833333333,4.552631579,4.578947368,4.684210526,4.3684210530000005,4.1578947369999995,4.473684211,4.315789474,0.921052632,0.894736842
385913,SEQUO,148,6,S213,CSE,11,780183,Marx,Susan S,33,6,4.833333333,4.7321428569999995,4.736842105,4.5964912280000005,4.410714286,4.214285714,4.5,4.3928571430000005,0.947368421,0.929824561
386037,CSB  ,2,6,S213,CSE,30,788402,Mirza,Diba,31,7,4.571428571,3.8604651160000003,3.727272727,3.9318181819999998,3.558139535,3.1590909089999997,2.795454545,4.348837209,0.954545455,0.75
389746,PCYNH,122,19,S214,CSE,11,813033,Marx,Susan S,36,9,4.555555556,4.090909091,3.704545455,3.8863636360000005,3.76744186,3.204545455,3.204545455,4.279069767,0.954545455,0.727272727
389872,WLH  ,2111,19,S214,CSE,30,822107,Mirza,Diba,49,21,4.2380952380000005,3.9444444439999997,3.6944444439999997,4.1111111110000005,3.4444444439999997,2.972222222,2.9444444439999997,4.2,0.9722222220000001,0.638888889
394454,PCYNH,121,50,S215,CSE,11,843050,Marx,Susan S,40,14,4.1428571430000005,4.619512195,4.634146341,4.16097561,4.331707317,3.9560975610000004,3.75,4.4682926830000005,0.975728155,0.966019417
399995,WLH  ,2205,73,S216,CSE,11,874326,Marx,Susan S,39,15,3.733333333,3.926829268,3.2682926830000003,4.195121951,3.658536585,3.56097561,3.2439024389999997,4.024390244,0.926829268,0.707317073
406454,WLH  ,2111,83,S217,CSE,11,909871,Marx,Susan S,31,9,4.555555556,4.0476190480000005,3.547619048,4.380952381,3.857142857,3.785714286,3.0487804880000002,4.024390244,0.976190476,0.761904762
406685,WLH  ,2205,83,S217,CSE,30,909876,Cao,Yingjun,62,37,4.702702703,3.8636363639999995,3.4090909089999997,4.11627907,3.6136363639999995,3.727272727,3.4318181819999998,4.0,0.9090909090000001,0.590909091
412792,PETER,103,92,S218,CSE,30,940740,Cao,Yingjun,31,10,4.3,4.145833333,3.395833333,4.020833333,3.25,2.625,2.770833333,4.0625,0.895833333,0.5625
428170,CENTR,216,7,SP13,CSE,11,776976,Papadopoulos,Philip Micha,100,31,4.225806452,3.7317073169999997,3.43902439,3.682926829,3.625,3.341463415,3.097560976,4.025641026000001,0.904761905,0.5476190479999999
428972,LEDDN,AUD  ,7,SP13,CSE,30,777001,Ord,Richard,194,39,4.897435897,4.685185185,4.722222222,4.5,4.6111111110000005,4.259259258999999,4.333333333,4.592592593,1.0,1.0
429119,PCYNH,109,7,SP13,CSE,8B,776971,Alvarado,Christine J.,142,101,4.594059406,4.6428571430000005,4.714285714,4.3571428569999995,4.553571429,4.303571429,4.25,4.5178571430000005,0.947368421,1.0
429140,PCYNH,109,7,SP13,CSE,8B,776973,Alvarado,Christine J.,185,108,4.6388888889999995,4.701754386,4.706896552,4.1724137930000005,4.5,4.155172414,3.8103448280000003,4.5,0.896551724,0.9655172409999999
464300,PCYNH,106,13,SP14,CSE,11,808976,Miranda,Gregory Joseph,138,52,4.096153846,4.505747126,4.540229885,4.390804598,4.418604651,4.068965517,4.023255814,4.310344828,0.920454545,0.977272727
465163,CENTR,115,13,SP14,CSE,30,809002,Ord,Richard,169,57,4.701754386,4.5859375,4.6640625,4.3359375,4.4296875,4.125984252,3.880952381,4.472440945,0.96124031,0.9767441859999999
465184,CENTR,214,13,SP14,CSE,30,809005,Ord,Richard,137,45,4.844444444,4.413793103,4.413793103,4.551724138,4.137931034,3.655172414,3.607142857,4.344827586,0.933333333,0.9
465300,CENTR,212,13,SP14,CSE,8B,808972,Murillo Arnal,Ana Cristin,140,108,4.277777778,4.674418605,4.7441860469999995,4.76744186,4.581395349,4.279069767,4.558139535,4.348837209,0.954545455,0.8636363640000001
465321,CENTR,105,13,SP14,CSE,8B,808974,Murillo Arnal,Ana Cristin,111,87,4.1954022989999995,4.835714286,4.794326241,4.776978417,4.5179856119999995,4.264285714,4.631205673999999,4.571428571,0.8827586209999999,0.9103448279999999
503527,WLH  ,2005,48,SP15,CSE,11,839461,Papadopoulos,Philip Micha,147,42,4.404761905,4.333333333,4.25,4.333333333,3.75,3.666666667,3.75,4.333333333,0.916666667,0.916666667
504672,LEDDN,AUD  ,48,SP15,CSE,30,839492,Ord,Richard,161,68,4.676470588,4.526315789,4.5964912280000005,4.473684211,4.4,4.333333333,4.1052631580000005,4.446428571,1.0,0.931034483
504693,LEDDN,AUD  ,48,SP15,CSE,30,839495,Ord,Richard,160,67,4.611940299,3.733333333,3.733333333,3.8125,3.1875,2.8125,3.357142857,3.8125,0.6875,0.5
504837,EBU3B,B230 ,48,SP15,CSE,8A,839444,Klemperer,Peter Friedrich,55,40,4.375,4.6610169489999995,4.627118643999999,4.186440678,4.3389830510000005,3.966101695,3.6949152539999996,4.4237288139999995,0.966101695,0.983050847
504858,EBU3B,B230 ,48,SP15,CSE,8A,839445,Klemperer,Peter Friedrich,55,38,4.6315789469999995,4.563636364,4.6,4.2909090910000005,4.537037037,4.163636363999999,4.018518519,4.418181818,0.98245614,0.98245614
504879,EBU3B,B230 ,48,SP15,CSE,8A,839446,Klemperer,Peter Friedrich,58,39,4.41025641,4.762711864,4.813559322,4.474576271,4.677966102,4.1578947369999995,4.203389831,4.610169492,0.966101695,1.0
504900,CENTR,119,48,SP15,CSE,8B,839453,Porter,Leonard Emerson,127,94,4.574468085,4.694915254,4.728813559,4.508474576,4.5762711860000005,4.288135593,4.254237288000001,4.457627119,0.983050847,1.0
504921,CENTR,119,48,SP15,CSE,8B,839457,Ord,Richard,119,72,4.652777778,4.6,4.6727272730000005,4.381818182,4.563636364,4.3272727269999995,4.272727273,4.509090909,0.98245614,0.9649122809999999
549206,CENTR,113,71,SP16,CSE,11,867256,Papadopoulos,Philip Micha,123,29,4.413793103,4.719298246,4.754385965,4.421052632,4.49122807,4.3684210530000005,3.98245614,4.6491228069999995,0.98245614,0.98245614
550451,CENTR,216,71,SP16,CSE,30,867299,Ord,Richard,98,43,4.674418605,4.228070175,4.228070175,3.385964912,3.701754386,3.350877193,3.210526316,4.192982456,0.912280702,0.807017544
